"Fleetwood Mac","Dreams","RpvbNiC6u 4","E:/Karaoke/Songs/Fleetwood Mac - Dreams - RpvbNiC6u_4.mp4"
"Fleetwood Mac","Landslide","GjaVueSGx20","E:/Karaoke/Songs/Fleetwood Mac - Landslide - GjaVueSGx20.mp4"
"Fleetwood Mac","The Chain","KfPxbD6pmWs","E:/Karaoke/Songs/Fleetwood Mac - The Chain - KfPxbD6pmWs.mp4"
"Foo Fighters","All My Life","OT2n7bf2MJ8","E:/Karaoke/Songs/Foo Fighters - All My Life - OT2n7bf2MJ8.mkv"
"Foo Fighters","Everlong","CpBWX6PySsE","E:/Karaoke/Songs/Foo Fighters - Everlong - CpBWX6PySsE.mp4"
"Foo Fighters","Pretender, The","78G5rQjRJgM","E:/Karaoke/Songs/Foo Fighters - Pretender, The - 78G5rQjRJgM.mp4"
"Foundations, The","Build Me Up Buttercup","0TvbvdSQQWU","E:/Karaoke/Songs/Foundations, The - Build Me Up Buttercup - 0TvbvdSQQWU.mp4"
"Foxy Shazam","Oh Lord","56GYeH7UsYU","E:/Karaoke/Songs/Foxy Shazam - Oh Lord - 56GYeH7UsYU.mkv"
"Frank Ocean","Pink + White","UCAH9fX6Iwg","E:/Karaoke/Songs/Frank Ocean - Pink + White - UCAH9fX6Iwg.mkv"
"Frank Sinatra","Fly Me To The Moon","VvjWl7lvrnk","E:/Karaoke/Songs/Frank Sinatra - Fly Me To The Moon - VvjWl7lvrnk.mp4"
"Frank Sinatra","My Way","tAEek8nO11c","E:/Karaoke/Songs/Frank Sinatra - My Way - tAEek8nO11c.mkv"
"Franz Ferdinand","Take Me Out","oduq29klQhI","E:/Karaoke/Songs/Franz Ferdinand - Take Me Out - oduq29klQhI.mkv"
"Friday Pilots Club","Would You Mind","SAI5f5Su7ig","E:/Karaoke/Songs/Friday Pilots Club - Would You Mind - SAI5f5Su7ig.mp4"
"Frozen","Let It Go","ifCAfAzOBJM","E:/Karaoke/Songs/Frozen - Let It Go - ifCAfAzOBJM.mkv"
"Fuel","Hemorrhage (In My Hands)"," t2NYGzTB70","E:/Karaoke/Songs/Fuel - Hemorrhage (In My Hands) - _t2NYGzTB70.mp4"
"Fuel","Shimmer","6WQQvg1s7cU","E:/Karaoke/Songs/Fuel - Shimmer - 6WQQvg1s7cU.mp4"
"Fugees","Killing Me Softly with His Song","DKTlrfsLuhA","E:/Karaoke/Songs/Fugees - Killing Me Softly with His Song - DKTlrfsLuhA.mp4"
"G.L.O.S.S.","Trans Day of Revenge","xtvKhr7-QzE","E:/Karaoke/Songs/G.L.O.S.S. - Trans Day of Revenge - xtvKhr7-QzE.mkv"
"G.L.O.S.S.","We're from the Future","rb4CbSjskPg","E:/Karaoke/Songs/G.L.O.S.S. - We're from the Future - rb4CbSjskPg.mkv"
"Garbage","Cities in Dust","37c--7TXIWg","E:/Karaoke/Songs/Garbage - Cities in Dust - 37c--7TXIWg.mkv"
"Garbage","I Think I'm Paranoid","2rHl7pUITho","E:/Karaoke/Songs/Garbage - I Think I'm Paranoid - 2rHl7pUITho.mp4"
"Garbage","Special","eMvbopklYe0","E:/Karaoke/Songs/Garbage - Special - eMvbopklYe0.mkv"
"Garth Brooks","Friends in Low Places","yUzq9Q1tPxE","E:/Karaoke/Songs/Garth Brooks - Friends in Low Places - yUzq9Q1tPxE.mp4"
"Gary Jules","Mad World","WpjyAZtKd2U","E:/Karaoke/Songs/Gary Jules - Mad World - WpjyAZtKd2U.mp4"
"Gerry Rafferty","Baker Street","tsMX mc2YOM","E:/Karaoke/Songs/Gerry Rafferty - Baker Street - tsMX_mc2YOM.mp4"
"Ghost","Cirice","GZGB 2BLmb4","E:/Karaoke/Songs/Ghost - Cirice - GZGB_2BLmb4.mp4"
"Ghost","Dance Macabre","YACziPBPF0M","E:/Karaoke/Songs/Ghost - Dance Macabre - YACziPBPF0M.mp4"
"Ghost","Lachryma","nuRpFG9d-bA","E:/Karaoke/Songs/Ghost - Lachryma - nuRpFG9d-bA.mkv"
"Ghost","Square Hammer","6N-SI1eN1IA","E:/Karaoke/Songs/Ghost - Square Hammer - 6N-SI1eN1IA.mp4"
"Gil Scott-Heron","The Revolution Will Not Be Televised","dMoJZobS2kM","E:/Karaoke/Songs/Gil Scott-Heron - The Revolution Will Not Be Televised - dMoJZobS2kM.mp4"
"Gims","Bella","Udvca55Raf0","E:/Karaoke/Songs/Gims - Bella - Udvca55Raf0.mkv"
"Gims","Caméléon"," NJZRDmXCAk","E:/Karaoke/Songs/Gims - Caméléon - _NJZRDmXCAk.mp4"
"Gims","Est-ce Que Tu M'aimes","K1iANopVspc","E:/Karaoke/Songs/Gims - Est-ce Que Tu M'aimes - K1iANopVspc.mp4"
"Gnarls Barkley","Crazy","ekPbSYMtU6o","E:/Karaoke/Songs/Gnarls Barkley - Crazy - ekPbSYMtU6o.mkv"
"Gnarls Barkley","Smiley Faces","zCmThy5wWeg","E:/Karaoke/Songs/Gnarls Barkley - Smiley Faces - zCmThy5wWeg.mkv"
"Godsmack","1000hp","1vTdT5DAtmI","E:/Karaoke/Songs/Godsmack - 1000hp - 1vTdT5DAtmI.mp4"
"Gone Jackals, The","Legacy","Jz-KwErV6DU","E:/Karaoke/Songs/Gone Jackals, The - Legacy - Jz-KwErV6DU.mp4"
"Good Charlotte","My Bloody Valentine (no backing vocals)","0fe2DivgkkE","E:/Karaoke/Songs/Good Charlotte - My Bloody Valentine (no backing vocals) - 0fe2DivgkkE.mp4"
"Good Charlotte","My Bloody Valentine (w backing vocals)","gpa9zbaxxFg","E:/Karaoke/Songs/Good Charlotte - My Bloody Valentine (w backing vocals) - gpa9zbaxxFg.mp4"
"Gordon Lightfoot","The Wreck of the Edmund Fitzgerald","REyqLaLA-cQ","E:/Karaoke/Songs/Gordon Lightfoot - The Wreck of the Edmund Fitzgerald - REyqLaLA-cQ.mkv"
"Gorillaz","Stylo","HLp7DKTxDps","E:/Karaoke/Songs/Gorillaz - Stylo - HLp7DKTxDps.mkv"
"Gotye ft. Kimbra","Somebody That I Used To Know","7zYoDiWvwN4","E:/Karaoke/Songs/Gotye ft. Kimbra - Somebody That I Used To Know - 7zYoDiWvwN4.mkv"
"Gotye ft. Kimbra","Somebody That I Used To Know (Duet)","Zxll-M2ULMI","E:/Karaoke/Songs/Gotye ft. Kimbra - Somebody That I Used To Know (Duet) - Zxll-M2ULMI.mkv"
"Green Day","Basket Case","kfOvVxvXQ0w","E:/Karaoke/Songs/Green Day - Basket Case - kfOvVxvXQ0w.mp4"
"Green Day","Redundant","0zVEta7d6vo","E:/Karaoke/Songs/Green Day - Redundant - 0zVEta7d6vo.mp4"
"Green Day","Reject","5dlVkL1Uymc","E:/Karaoke/Songs/Green Day - Reject - 5dlVkL1Uymc.mp4"
"Green Day","She","KlI2DgW-2O4","E:/Karaoke/Songs/Green Day - She - KlI2DgW-2O4.mp4"
"Green Jellÿ","Three Little Pigs","VSQuYVAM YI","E:/Karaoke/Songs/Green Jellÿ - Three Little Pigs - VSQuYVAM_YI.mkv"
"Greentea Peng","Downers","nWIPPkODrxM","E:/Karaoke/Songs/Greentea Peng - Downers - nWIPPkODrxM.mp4"
"Grizzly Bear","Two Weeks","kXPcnPk-VPs","E:/Karaoke/Songs/Grizzly Bear - Two Weeks - kXPcnPk-VPs.mkv"
"Guns N' Roses","Sweet Child O' Mine","FtI0tcxl7LU","E:/Karaoke/Songs/Guns N' Roses - Sweet Child O' Mine - FtI0tcxl7LU.mp4"
"Guns N' Roses","Welcome To The Jungle","6DqkVVTaepI","E:/Karaoke/Songs/Guns N' Roses - Welcome To The Jungle - 6DqkVVTaepI.mp4"
"Halestorm","Here's To Us"," Cf6VQd8O7c","E:/Karaoke/Songs/Halestorm - Here's To Us - _Cf6VQd8O7c.mp4"
"Halsey","Eyes Closed","odDA2rs-G9M","E:/Karaoke/Songs/Halsey - Eyes Closed - odDA2rs-G9M.mp4"
"Halsey","Lilith","9mbfkYUEjMs","E:/Karaoke/Songs/Halsey - Lilith - 9mbfkYUEjMs.mp4"
"Halsey","Nightmare","6iHo98p2RDc","E:/Karaoke/Songs/Halsey - Nightmare - 6iHo98p2RDc.mp4"
"Halsey","Without Me"," QC9OSgbmC8","E:/Karaoke/Songs/Halsey - Without Me - _QC9OSgbmC8.mp4"
"Hamilton","You'll Be Back","NeyIh uFilY","E:/Karaoke/Songs/Hamilton - You'll Be Back - NeyIh_uFilY.mp4"
"Hank Williams","I Saw the Light","2rekYVbMhyI","E:/Karaoke/Songs/Hank Williams - I Saw the Light - 2rekYVbMhyI.mkv"
"Hank Williams","There's a Tear in My Beer","gYHIPG32WbE","E:/Karaoke/Songs/Hank Williams - There's a Tear in My Beer - gYHIPG32WbE.mp4"
"Happy Fits, The","She Wants Me (To Be Loved)","35GMSsXgHpU","E:/Karaoke/Songs/Happy Fits, The - She Wants Me (To Be Loved) - 35GMSsXgHpU.mkv"
"Happy Fits, The,","Dirty Imbecile (Duet)","aXHw-xgqL o","E:/Karaoke/Songs/Happy Fits, The, - Dirty Imbecile (Duet) - aXHw-xgqL_o.mkv"
"Harry Nilsson","Without You","X6VZysvEX6U","E:/Karaoke/Songs/Harry Nilsson - Without You - X6VZysvEX6U.mp4"
"Harvey Danger","Carlotta Valdez","A3VWwilH--A","E:/Karaoke/Songs/Harvey Danger - Carlotta Valdez - A3VWwilH--A.mp4"
"Harvey Danger","Flagpole Sitta","8mYq6ilaY28","E:/Karaoke/Songs/Harvey Danger - Flagpole Sitta - 8mYq6ilaY28.mp4"
"Helluva Boss","House of Asmodeus (several singers)","Kb8nUTl49F4","E:/Karaoke/Songs/Helluva Boss - House of Asmodeus (several singers) - Kb8nUTl49F4.mp4"
"Henry Hall","Teddy Bear's Picnic, The","C21X4J 0oMA","E:/Karaoke/Songs/Henry Hall - Teddy Bear's Picnic, The - C21X4J 0oMA.mp4"
"Hercules","I Won't Say (I'm In Love)","QJmL664nLhA","E:/Karaoke/Songs/Hercules - I Won't Say (I'm In Love) - QJmL664nLhA.mkv"
"Hocus Pocus","I Put a Spell on You","41griX6igRc","E:/Karaoke/Songs/Hocus Pocus - I Put a Spell on You - 41griX6igRc.mp4"
"Hole","Celebrity Skin","w9d3Q9fhIwk","E:/Karaoke/Songs/Hole - Celebrity Skin - w9d3Q9fhIwk.mp4"
"Hole","Doll Parts","ARTL7Yesu7w","E:/Karaoke/Songs/Hole - Doll Parts - ARTL7Yesu7w.mp4"
"Hole","Jennifer's Body","-l1z9fxPphU","E:/Karaoke/Songs/Hole - Jennifer's Body - -l1z9fxPphU.mp4"
"Hole","Miss World","DSbWXlbZSxc","E:/Karaoke/Songs/Hole - Miss World - DSbWXlbZSxc.mp4"
"Hole","Violet","Og6TN25-Qgw","E:/Karaoke/Songs/Hole - Violet - Og6TN25-Qgw.mp4"
"Hozier","Arsonist's Lullabye","jP9DClLyfWY","E:/Karaoke/Songs/Hozier - Arsonist's Lullabye - jP9DClLyfWY.mp4"
"Hozier","Eat Your Young","iPTScS6yYpY","E:/Karaoke/Songs/Hozier - Eat Your Young - iPTScS6yYpY.mkv"
"Hozier","Movement","eLmQdlz4jwI","E:/Karaoke/Songs/Hozier - Movement - eLmQdlz4jwI.mkv"
"Hozier","Someone New","9lXGUYe4osQ","E:/Karaoke/Songs/Hozier - Someone New - 9lXGUYe4osQ.mkv"
"Hozier","Take Me to Church","2bb67GtsI80","E:/Karaoke/Songs/Hozier - Take Me to Church - 2bb67GtsI80.mp4"
"Hozier","Too Sweet","hikzbv4pKp8","E:/Karaoke/Songs/Hozier - Too Sweet - hikzbv4pKp8.mp4"
"Hunchback of Notre Dame, The","Hellfire ","31TI2hMupz0","E:/Karaoke/Songs/Hunchback of Notre Dame, The - Hellfire  - 31TI2hMupz0.mp4"
"Hush Sound, The","Carry Me Home","WqIBuuyPoBA","E:/Karaoke/Songs/Hush Sound, The - Carry Me Home - WqIBuuyPoBA.mp4"
"I Don't Know How But They Found Me","Absinthe","672T0ZKlE6I","E:/Karaoke/Songs/I Don't Know How But They Found Me - Absinthe - 672T0ZKlE6I.mp4"
"I Don't Know How But They Found Me","Do It All the Time","yhuFZbHBHBI","E:/Karaoke/Songs/I Don't Know How But They Found Me - Do It All the Time - yhuFZbHBHBI.mkv"
"I Don't Know How But They Found Me","From the Gallows","Pdky9GxfJHM","E:/Karaoke/Songs/I Don't Know How But They Found Me - From the Gallows - Pdky9GxfJHM.mkv"
"I Don't Know How But They Found Me","Mx. Sinister","b3larP0kOFs","E:/Karaoke/Songs/I Don't Know How But They Found Me - Mx. Sinister - b3larP0kOFs.mkv"
"Incubus","Anna Molly","fB1sEcCynkE","E:/Karaoke/Songs/Incubus - Anna Molly - fB1sEcCynkE.mkv"
"Incubus","Dig","jyN 1P4VG6U","E:/Karaoke/Songs/Incubus - Dig - jyN_1P4VG6U.mkv"
"Incubus","Drive","8SRvGYvZ2S8","E:/Karaoke/Songs/Incubus - Drive - 8SRvGYvZ2S8.mp4"
"Incubus","Love Hurts","ZEts2sOpzro","E:/Karaoke/Songs/Incubus - Love Hurts - ZEts2sOpzro.mkv"
"Incubus","Pardon Me","aB-CPShxMBk","E:/Karaoke/Songs/Incubus - Pardon Me - aB-CPShxMBk.mkv"
"Incubus","Stellar","5FIZMAAD9VQ","E:/Karaoke/Songs/Incubus - Stellar - 5FIZMAAD9VQ.mkv"
"Indigo Girls","Closer to Fine","cekzjE77LrY","E:/Karaoke/Songs/Indigo Girls - Closer to Fine - cekzjE77LrY.mp4"
"Interpol","NYC","jElUY-iIpew","E:/Karaoke/Songs/Interpol - NYC - jElUY-iIpew.mkv"
"Interpol","Obstacle 1","6BUu4 ra-Iw","E:/Karaoke/Songs/Interpol - Obstacle 1 - 6BUu4_ra-Iw.mkv"
"Interpol","Obstacle 2","2X8ES-agaKc","E:/Karaoke/Songs/Interpol - Obstacle 2 - 2X8ES-agaKc.mkv"
"Interpol","PDA","2AwDkGODL4A","E:/Karaoke/Songs/Interpol - PDA - 2AwDkGODL4A.mkv"
"Iron Maiden","Fear of the Dark (Live)","Mejh32bBtmU","E:/Karaoke/Songs/Iron Maiden - Fear of the Dark (Live) - Mejh32bBtmU.mp4"
"Iron Maiden","Number of the Beast, The","yT2SKNcE6U0","E:/Karaoke/Songs/Iron Maiden - Number of the Beast, The - yT2SKNcE6U0.mp4"
"Iron Maiden","Run to the Hills","npkrb Bx65M","E:/Karaoke/Songs/Iron Maiden - Run to the Hills - npkrb_Bx65M.mkv"
"It's Always Sunny in Philadelphia","Dayman Song","DGptmB7-mfY","E:/Karaoke/Songs/It's Always Sunny in Philadelphia - Dayman Song - DGptmB7-mfY.mkv"
"Italian Folk Music","Bella Ciao","zxaqDcGkT68","E:/Karaoke/Songs/Italian Folk Music - Bella Ciao - zxaqDcGkT68.mp4"
"Jack Stauber","Peppermint (Duet, abbr.)","67onZapdCaw","E:/Karaoke/Songs/Jack Stauber - Peppermint (Duet, abbr.) - 67onZapdCaw.mkv"
"Janelle Monáe","Electric Lady","DBDEjIxCrnQ","E:/Karaoke/Songs/Janelle Monáe - Electric Lady - DBDEjIxCrnQ.mkv"
"Janis Joplin","Me And Bobby McGee","mCKGrnbWsF0","E:/Karaoke/Songs/Janis Joplin - Me And Bobby McGee - mCKGrnbWsF0.mp4"
"Jax","Victoria's Secret"," RD5Yf3Vu6Q","E:/Karaoke/Songs/Jax - Victoria's Secret - _RD5Yf3Vu6Q.mkv"
"Jay-Z ft. Alicia Keys","Empire State Of Mind","52WbRVGAUBI","E:/Karaoke/Songs/Jay-Z ft. Alicia Keys - Empire State Of Mind - 52WbRVGAUBI.mp4"
"Jazmine Sullivan","Bust Your Windows","KK1rnzOk0Ts","E:/Karaoke/Songs/Jazmine Sullivan - Bust Your Windows - KK1rnzOk0Ts.mp4"
"Jefferson Airplane","White Rabbit","IU37361p5MQ","E:/Karaoke/Songs/Jefferson Airplane - White Rabbit - IU37361p5MQ.mp4"
"Jessie Ware","Free Yourself","83-VI8MRIik","E:/Karaoke/Songs/Jessie Ware - Free Yourself - 83-VI8MRIik.mp4"
"Jet","Are You Gonna Be My Girl","9AZpLtHPyJw","E:/Karaoke/Songs/Jet - Are You Gonna Be My Girl - 9AZpLtHPyJw.mkv"
"Jewel","Who Will Save Your Soul","Dqmmo7j-t8o","E:/Karaoke/Songs/Jewel - Who Will Save Your Soul - Dqmmo7j-t8o.mkv"
"Jim Croce","Bad Bad Leroy Brown","XO-XoKpYTNU","E:/Karaoke/Songs/Jim Croce - Bad Bad Leroy Brown - XO-XoKpYTNU.mp4"
"Jim Croce","You Don't Mess Around with Jim"," eOBTt7HAds","E:/Karaoke/Songs/Jim Croce - You Don't Mess Around with Jim - _eOBTt7HAds.mp4"
"Jo Dee Messina","Lesson In Leavin'","GW2XwKNwWqg","E:/Karaoke/Songs/Jo Dee Messina - Lesson In Leavin' - GW2XwKNwWqg.mp4"
"John Denver","Rocky Mountain High","mI8A2q6NnKs","E:/Karaoke/Songs/John Denver - Rocky Mountain High - mI8A2q6NnKs.mp4"
"John Denver","Take Me Home, Country Roads (acoustic)","0Ij2jCY75B0","E:/Karaoke/Songs/John Denver - Take Me Home, Country Roads (acoustic) - 0Ij2jCY75B0.mkv"
"John Denver","Thank God I'm a Country Boy","5Bw6yUWYxgU","E:/Karaoke/Songs/John Denver - Thank God I'm a Country Boy - 5Bw6yUWYxgU.mp4"
"John Legend","All of Me","kr8wPkdHFA0","E:/Karaoke/Songs/John Legend - All of Me - kr8wPkdHFA0.mp4"
"John Legend","Ordinary People","I93Xg1aZFEQ","E:/Karaoke/Songs/John Legend - Ordinary People - I93Xg1aZFEQ.mp4"
"Johnny Cash","Ring of Fire","ei-VpgPozgQ","E:/Karaoke/Songs/Johnny Cash - Ring of Fire - ei-VpgPozgQ.mp4"
"Joni Mitchell","A Case of You","q3EDNWxXIaM","E:/Karaoke/Songs/Joni Mitchell - A Case of You - q3EDNWxXIaM.mkv"
"Journey","Don't Stop Believin' (acoustic)","I1rM8lN6BIY","E:/Karaoke/Songs/Journey - Don't Stop Believin' (acoustic) - I1rM8lN6BIY.mkv"
"Journey","Lights","SQRHmfj2QO0","E:/Karaoke/Songs/Journey - Lights - SQRHmfj2QO0.mp4"
"Journey","Separate Ways (Worlds Apart)","9FAaTj4ogaE","E:/Karaoke/Songs/Journey - Separate Ways (Worlds Apart) - 9FAaTj4ogaE.mkv"
"Joy Division","Atmosphere","2AJrQGT5yHc","E:/Karaoke/Songs/Joy Division - Atmosphere - 2AJrQGT5yHc.mp4"
"Joy Division","Love Will Tear Us Apart","LL2pc7L4H0E","E:/Karaoke/Songs/Joy Division - Love Will Tear Us Apart - LL2pc7L4H0E.mp4"
"Judds, The","Girls' Night Out","wSvRozf-fLE","E:/Karaoke/Songs/Judds, The - Girls' Night Out - wSvRozf-fLE.mkv"
"Julia Jacklin","Someday","JpAs7f3pglo","E:/Karaoke/Songs/Julia Jacklin - Someday - JpAs7f3pglo.mkv"
"Justin Timberlake","Can't Stop The Feeling","391uC33uI94","E:/Karaoke/Songs/Justin Timberlake - Can't Stop The Feeling - 391uC33uI94.mp4"
"JVKE","This Is What Falling in Love Feels Like","UGjAkeEM0oA","E:/Karaoke/Songs/JVKE - This Is What Falling in Love Feels Like - UGjAkeEM0oA.mp4"
"K.D. Lang","Hallelujah","U3QdWHvaBQc","E:/Karaoke/Songs/K.D. Lang - Hallelujah - U3QdWHvaBQc.mp4"
"Kaden MacKay","Passing Through (Can't the Future...)","5yRGOHRejO8","E:/Karaoke/Songs/Kaden MacKay - Passing Through (Can't the Future...) - 5yRGOHRejO8.mp4"
"Kansas","Dust in the Wind (acoustic)","SNizKevX4OA","E:/Karaoke/Songs/Kansas - Dust in the Wind (acoustic) - SNizKevX4OA.mkv"
"Kate Bush","Running Up That Hill (A Deal With God)","UPd80vvFNtY","E:/Karaoke/Songs/Kate Bush - Running Up That Hill (A Deal With God) - UPd80vvFNtY.mp4"
"Kid Rock","Bawitdaba","JA7w87TdPAc","E:/Karaoke/Songs/Kid Rock - Bawitdaba - JA7w87TdPAc.mkv"
"Kid Rock","Cowboy","4K-IER42H5U","E:/Karaoke/Songs/Kid Rock - Cowboy - 4K-IER42H5U.mkv"
"Kid Rock","I Am the Bullgod","zBW6VaKU8og","E:/Karaoke/Songs/Kid Rock - I Am the Bullgod - zBW6VaKU8og.mkv"
"Kid Rock","Picture ft. Sheryl Crow","CPO-Y0nvkYI","E:/Karaoke/Songs/Kid Rock - Picture ft. Sheryl Crow - CPO-Y0nvkYI.mp4"
"Kid Rock","Picture ft. Sheryl Crow (Duet)","tuP6LczqLR4","E:/Karaoke/Songs/Kid Rock - Picture ft. Sheryl Crow (Duet) - tuP6LczqLR4.mkv"
"Killers, The","Glamorous Indie Rock & Roll","1b6ibQJaZwY","E:/Karaoke/Songs/Killers, The - Glamorous Indie Rock & Roll - 1b6ibQJaZwY.mkv"
"Killers, The","Mr. Brightside","c1X3Lg7RVkk","E:/Karaoke/Songs/Killers, The - Mr. Brightside - c1X3Lg7RVkk.mp4"
"Killers, The","Somebody Told Me","p11rc6Qhuho","E:/Karaoke/Songs/Killers, The - Somebody Told Me - p11rc6Qhuho.mp4"
"Kim Petras","There Will Be Blood","jkffV6VNfbA","E:/Karaoke/Songs/Kim Petras - There Will Be Blood - jkffV6VNfbA.mkv"
"Kim Wilde","Kids in America","SAZCh7VAO24","E:/Karaoke/Songs/Kim Wilde - Kids in America - SAZCh7VAO24.mkv"
"King Woman","Psychic Wound","DgRXRZz0I6Q","E:/Karaoke/Songs/King Woman - Psychic Wound - DgRXRZz0I6Q.mkv"
"Korn","Another Brick in the Wall","3RFmrY Seks","E:/Karaoke/Songs/Korn - Another Brick in the Wall - 3RFmrY_Seks.mkv"
"Korn","Falling Away from Me","AUaiHAZV4OI","E:/Karaoke/Songs/Korn - Falling Away from Me - AUaiHAZV4OI.mkv"
"Korn","Freak on a Leash","2 pGdxYO36M","E:/Karaoke/Songs/Korn - Freak on a Leash - 2_pGdxYO36M.mkv"
"KPop Demon Hunters","Golden","b oS9bo-hh0","E:/Karaoke/Songs/KPop Demon Hunters - Golden - b_oS9bo-hh0.mp4"
"KPop Demon Hunters","What It Sounds Like","HSWCAWV7SGE","E:/Karaoke/Songs/KPop Demon Hunters - What It Sounds Like - HSWCAWV7SGE.mp4"
"Lady Gaga","Abracadabra","ANXnoJStI-g","E:/Karaoke/Songs/Lady Gaga - Abracadabra - ANXnoJStI-g.mp4"
"Lady Gaga","Bad Romance","Ep0-h-rGHRk","E:/Karaoke/Songs/Lady Gaga - Bad Romance - Ep0-h-rGHRk.mp4"
"Lady Gaga","Bloody Mary","ECpCDK-2rkg","E:/Karaoke/Songs/Lady Gaga - Bloody Mary - ECpCDK-2rkg.mp4"
"Lady Gaga","Disease","4P3f9 uHxeI","E:/Karaoke/Songs/Lady Gaga - Disease - 4P3f9_uHxeI.mp4"
"Lady Gaga","Paparazzi","nsWuCsBHhMY","E:/Karaoke/Songs/Lady Gaga - Paparazzi - nsWuCsBHhMY.mkv"
"Lana Del Rey","Million Dollar Man","vQ2R 8iRfzU","E:/Karaoke/Songs/Lana Del Rey - Million Dollar Man - vQ2R_8iRfzU.mp4"
"Laufey","From the Start","3vCD1mQlDlg","E:/Karaoke/Songs/Laufey - From the Start - 3vCD1mQlDlg.mp4"
"Laura Branigan","Gloria","y4gtIRSt1Z4","E:/Karaoke/Songs/Laura Branigan - Gloria - y4gtIRSt1Z4.mp4"
"LCD Soundsystem","American Dream","9dyRUUL3364","E:/Karaoke/Songs/LCD Soundsystem - American Dream - 9dyRUUL3364.mkv"
"LCD Soundsystem","I Used To","TvJBn2F-jSo","E:/Karaoke/Songs/LCD Soundsystem - I Used To - TvJBn2F-jSo.mkv"
"LCD Soundsystem","New York, I Love You But You're Bringing...","3ytAUwJlMsk","E:/Karaoke/Songs/LCD Soundsystem - New York, I Love You But You're Bringing... - 3ytAUwJlMsk.mkv"
"LCD Soundsystem","Someone Great","vxjAFSWIIMQ","E:/Karaoke/Songs/LCD Soundsystem - Someone Great - vxjAFSWIIMQ.mkv"
"LeAnn Rimes","How Do I Live (acoustic)","lerNGIhog1U","E:/Karaoke/Songs/LeAnn Rimes - How Do I Live (acoustic) - lerNGIhog1U.mkv"
"LeAnn Rimes","How Do I Live (piano version)","qZPFJQGkJcw","E:/Karaoke/Songs/LeAnn Rimes - How Do I Live (piano version) - qZPFJQGkJcw.mkv"
"Lemon Demon","Touch-Tone Telephone","XCzVjPsaJpk","E:/Karaoke/Songs/Lemon Demon - Touch-Tone Telephone - XCzVjPsaJpk.mkv"
"Leonard Cohen","Hallelujah (acoustic)","xQMG8wLO52U","E:/Karaoke/Songs/Leonard Cohen - Hallelujah (acoustic) - xQMG8wLO52U.mkv"
"Leonard Cohen","The Partisan","mjKkFI22FdE","E:/Karaoke/Songs/Leonard Cohen - The Partisan - mjKkFI22FdE.mp4"
"Les Gold","Silver Platters","Nd0sBLIVXi4","E:/Karaoke/Songs/Les Gold - Silver Platters - Nd0sBLIVXi4.mp4"
"Lifehouse","Hanging by a Moment","wRBWqYdRiXc","E:/Karaoke/Songs/Lifehouse - Hanging by a Moment - wRBWqYdRiXc.mp4"
"Limp Bizkit","Behind Blue Eyes","B0lyg3DPeqI","E:/Karaoke/Songs/Limp Bizkit - Behind Blue Eyes - B0lyg3DPeqI.mkv"
"Linkin Park","Bleed It Out","g74qaBn95W8","E:/Karaoke/Songs/Linkin Park - Bleed It Out - g74qaBn95W8.mkv"
"Linkin Park","In the End","uIcmAyAJ5hE","E:/Karaoke/Songs/Linkin Park - In the End - uIcmAyAJ5hE.mkv"
"Linkin Park","In the End (acoustic)","tKM1shoaleY","E:/Karaoke/Songs/Linkin Park - In the End (acoustic) - tKM1shoaleY.mkv"
"Linkin Park","Numb","umUTLZ06Gsw","E:/Karaoke/Songs/Linkin Park - Numb - umUTLZ06Gsw.mkv"
"Linkin Park","Numb (acoustic)"," 49WXbrF3Hs","E:/Karaoke/Songs/Linkin Park - Numb (acoustic) - _49WXbrF3Hs.mkv"
"Lion King, The","Hakuna Matata (Duet)","tcuP-GHt5U0","E:/Karaoke/Songs/Lion King, The - Hakuna Matata (Duet) - tcuP-GHt5U0.mp4"
"Lipps Inc.","Funkytown","YMPSqTx8jUM","E:/Karaoke/Songs/Lipps Inc. - Funkytown - YMPSqTx8jUM.mp4"
"Lita Ford & Ozzy Osbourne","Close My Eyes Forever","XreFuKhow8Y","E:/Karaoke/Songs/Lita Ford & Ozzy Osbourne - Close My Eyes Forever - XreFuKhow8Y.mp4"
"Little Mermaid, The","Poor Unfortunate Souls","d-z6EXYs7Sw","E:/Karaoke/Songs/Little Mermaid, The - Poor Unfortunate Souls - d-z6EXYs7Sw.mp4"
"Live","All Over You","S6lDQ0fOpgQ","E:/Karaoke/Songs/Live - All Over You - S6lDQ0fOpgQ.mkv"
"Live","I Alone","A soKxQslo0","E:/Karaoke/Songs/Live - I Alone - A_soKxQslo0.mp4"
"Live","Lakini's Juice","CuuwHmMGP8U","E:/Karaoke/Songs/Live - Lakini's Juice - CuuwHmMGP8U.mp4"
"Living Colour","Cult of Personality","qW5W4tH7-40","E:/Karaoke/Songs/Living Colour - Cult of Personality - qW5W4tH7-40.mkv"
"Lizzo","I Love You, Bitch","bc9nNxL1L7Y","E:/Karaoke/Songs/Lizzo - I Love You, Bitch - bc9nNxL1L7Y.mkv"
"Longest Johns, The","Here's a Health to the Company","tazgVskD7hw","E:/Karaoke/Songs/Longest Johns, The - Here's a Health to the Company - tazgVskD7hw.mkv"
"Longest Johns, The","Oak & Ash & Thorn","TEucI4vU3KQ","E:/Karaoke/Songs/Longest Johns, The - Oak & Ash & Thorn - TEucI4vU3KQ.mp4"
